flight_id,date,terminal,aircraft_type,arrival_time,departure_time,turnaround_time_min,delay_minutes,total_workload_minutes,risk_flag
FL018428,01/01/2024,T3,Narrow Body,4:00:00 AM,4:54:00 AM,54,10,471,Normal
FL018429,01/01/2024,T2,Narrow Body,4:30:00 PM,5:17:00 PM,47,10,674,Normal
FL018430,01/01/2024,T1,Wide Body,1:06:00 AM,1:54:00 AM,48,10,925,Normal
FL018431,01/01/2024,T1,Narrow Body,12:59:00 AM,3:01:00 AM,122,15,536,Normal
FL018432,01/01/2024,T3,Narrow Body,8:54:00 PM,10:23:00 PM,89,0,797,Normal
FL018433,01/01/2024,T2,Wide Body,3:40:00 PM,4:20:00 PM,40,5,416,Normal
FL018434,01/01/2024,T2,Narrow Body,12:34:00 AM,2:28:00 AM,114,30,338,High Risk
FL018435,01/01/2024,T3,Wide Body,3:15:00 PM,4:00:00 PM,45,20,523,High Risk
FL018436,01/01/2024,T1,Narrow Body,6:17:00 PM,7:17:00 PM,60,30,518,High Risk
FL018437,01/01/2024,T1,Wide Body,4:52:00 PM,6:21:00 PM,89,0,408,Normal
FL018438,01/01/2024,T2,Narrow Body,8:52:00 PM,10:53:00 PM,121,30,411,High Risk
FL018439,01/01/2024,T2,Narrow Body,11:08:00 PM,12:22:00 AM,74,30,391,High Risk
FL018440,01/01/2024,T3,Wide Body,8:28:00 PM,9:50:00 PM,82,20,576,High Risk
FL018441,01/01/2024,T2,Narrow Body,6:46:00 PM,7:42:00 PM,56,20,571,High Risk
FL018442,01/01/2024,T3,Narrow Body,8:36:00 PM,9:29:00 PM,53,10,525,Normal
FL018443,01/01/2024,T3,Wide Body,4:02:00 AM,5:34:00 AM,92,5,743,Normal
FL018444,01/01/2024,T1,Wide Body,1:25:00 AM,2:30:00 AM,65,0,671,Normal
FL018445,01/01/2024,T2,Wide Body,12:55:00 AM,1:57:00 AM,62,20,664,High Risk
FL018446,01/01/2024,T1,Wide Body,1:20:00 AM,1:59:00 AM,39,15,527,Normal
FL018447,01/01/2024,T3,Wide Body,2:03:00 AM,3:04:00 AM,61,30,313,High Risk
FL018448,01/01/2024,T2,Wide Body,2:44:00 AM,3:19:00 AM,35,5,457,Normal
FL018449,01/01/2024,T1,Wide Body,2:32:00 AM,4:06:00 AM,94,30,778,High Risk
FL018450,01/01/2024,T3,Narrow Body,5:05:00 AM,6:11:00 AM,66,0,200,Normal
FL018451,01/01/2024,T3,Narrow Body,10:58:00 PM,11:48:00 PM,50,10,580,Normal
FL018452,01/01/2024,T2,Wide Body,12:03:00 PM,1:51:00 PM,108,0,372,Normal
FL018453,01/01/2024,T1,Narrow Body,8:30:00 AM,9:08:00 AM,38,0,458,Normal
FL018454,01/01/2024,T1,Narrow Body,5:02:00 PM,6:05:00 PM,63,20,650,High Risk
FL018455,01/01/2024,T3,Narrow Body,6:50:00 AM,8:01:00 AM,71,0,612,Normal
FL018456,01/01/2024,T2,Narrow Body,12:43:00 AM,2:55:00 AM,132,0,609,Normal
FL018457,01/01/2024,T1,Wide Body,3:47:00 PM,5:59:00 PM,132,30,327,High Risk
FL018458,01/01/2024,T1,Wide Body,3:35:00 PM,5:49:00 PM,134,0,547,Normal
FL018459,01/01/2024,T3,Wide Body,8:38:00 PM,9:53:00 PM,75,5,498,Normal
FL018460,01/01/2024,T3,Narrow Body,1:12:00 PM,2:01:00 PM,49,30,703,High Risk
FL018461,01/01/2024,T3,Wide Body,6:29:00 AM,7:48:00 AM,79,0,325,Normal
FL018462,01/01/2024,T2,Narrow Body,9:54:00 AM,10:53:00 AM,59,0,382,Normal
FL018463,01/01/2024,T1,Wide Body,5:54:00 PM,8:14:00 PM,140,30,794,High Risk
FL018464,01/01/2024,T3,Narrow Body,12:59:00 PM,1:55:00 PM,56,20,351,High Risk
FL018465,01/01/2024,T3,Narrow Body,5:49:00 AM,6:54:00 AM,65,20,691,High Risk
FL018466,01/01/2024,T1,Wide Body,3:35:00 AM,5:50:00 AM,135,0,780,Normal
FL018467,01/01/2024,T3,Wide Body,4:52:00 AM,6:06:00 AM,74,15,286,Normal
FL018468,01/01/2024,T2,Wide Body,6:01:00 AM,7:19:00 AM,78,0,313,Normal
FL018469,01/01/2024,T1,Wide Body,5:55:00 PM,7:38:00 PM,103,5,500,Normal
FL018470,01/01/2024,T1,Narrow Body,11:56:00 AM,1:32:00 PM,96,0,284,Normal
FL018471,01/01/2024,T1,Narrow Body,11:47:00 AM,1:01:00 PM,74,30,773,High Risk
FL018472,01/01/2024,T1,Narrow Body,5:52:00 AM,7:36:00 AM,104,0,552,Normal
FL018473,01/01/2024,T2,Wide Body,2:58:00 PM,3:43:00 PM,45,5,629,Normal
FL018474,01/01/2024,T2,Wide Body,3:46:00 AM,5:41:00 AM,115,0,686,Normal
FL018475,01/01/2024,T2,Wide Body,2:03:00 AM,4:18:00 AM,135,0,534,Normal
FL018476,01/01/2024,T2,Narrow Body,11:21:00 PM,12:05:00 AM,44,0,334,Normal
FL018477,01/01/2024,T3,Narrow Body,9:28:00 PM,10:09:00 PM,41,0,280,Normal
FL018478,01/01/2024,T1,Wide Body,4:56:00 AM,5:44:00 AM,48,10,505,Normal
FL018479,01/01/2024,T1,Narrow Body,4:45:00 PM,6:58:00 PM,133,30,486,High Risk
FL018480,01/01/2024,T2,Narrow Body,10:37:00 AM,12:17:00 PM,100,20,643,High Risk
FL018481,01/01/2024,T1,Narrow Body,7:28:00 PM,9:07:00 PM,99,0,589,Normal
FL018482,01/01/2024,T3,Narrow Body,11:28:00 AM,12:08:00 PM,40,5,674,Normal
FL018483,01/01/2024,T3,Wide Body,12:45:00 PM,2:44:00 PM,119,0,641,Normal
FL018484,01/01/2024,T3,Wide Body,7:20:00 AM,8:55:00 AM,95,0,750,Normal
FL018485,01/01/2024,T1,Wide Body,3:37:00 AM,4:50:00 AM,73,30,493,High Risk
FL018486,01/01/2024,T3,Wide Body,12:46:00 AM,2:33:00 AM,107,0,798,Normal
FL018487,01/01/2024,T2,Wide Body,4:10:00 AM,4:52:00 AM,42,0,418,Normal
FL018488,01/01/2024,T3,Narrow Body,11:42:00 AM,1:36:00 PM,114,20,536,High Risk
FL018489,01/01/2024,T1,Wide Body,4:04:00 AM,4:53:00 AM,49,10,504,Normal
FL018490,01/01/2024,T3,Wide Body,4:35:00 PM,6:45:00 PM,130,0,608,Normal
FL018491,01/01/2024,T2,Wide Body,11:59:00 PM,2:18:00 AM,139,5,913,Normal
FL018492,01/01/2024,T2,Narrow Body,10:04:00 AM,10:40:00 AM,36,0,382,Normal
FL018493,01/01/2024,T2,Narrow Body,7:53:00 AM,10:12:00 AM,139,10,519,Normal
FL018494,01/01/2024,T3,Wide Body,11:07:00 PM,1:20:00 AM,133,30,477,High Risk
FL018495,01/01/2024,T2,Wide Body,10:44:00 AM,1:02:00 PM,138,0,382,Normal
FL018496,01/01/2024,T2,Wide Body,7:30:00 AM,8:45:00 AM,75,0,828,Normal
FL018497,01/01/2024,T2,Wide Body,7:53:00 PM,10:11:00 PM,138,0,746,Normal
FL018498,01/01/2024,T2,Narrow Body,11:57:00 AM,2:16:00 PM,139,10,325,Normal
FL018499,01/01/2024,T1,Wide Body,2:20:00 AM,3:07:00 AM,47,0,792,Normal
FL018500,01/01/2024,T1,Narrow Body,11:04:00 AM,12:18:00 PM,74,0,452,Normal
FL018501,01/01/2024,T3,Narrow Body,9:04:00 PM,11:06:00 PM,122,10,486,Normal
FL018502,01/01/2024,T1,Wide Body,1:58:00 PM,3:24:00 PM,86,0,728,Normal
FL018503,01/01/2024,T2,Narrow Body,12:30:00 PM,2:37:00 PM,127,15,681,Normal
FL018504,01/01/2024,T2,Wide Body,9:22:00 AM,11:38:00 AM,136,30,590,High Risk
FL018505,01/01/2024,T1,Wide Body,6:22:00 AM,7:52:00 AM,90,15,450,Normal
FL018506,01/01/2024,T1,Narrow Body,11:27:00 AM,1:26:00 PM,119,0,415,Normal
FL018507,01/01/2024,T1,Wide Body,8:31:00 AM,10:33:00 AM,122,0,421,Normal
FL018508,01/01/2024,T3,Wide Body,8:18:00 PM,9:41:00 PM,83,0,713,Normal
FL018509,01/01/2024,T2,Narrow Body,6:29:00 PM,7:54:00 PM,85,0,690,Normal
FL018510,01/01/2024,T3,Narrow Body,5:28:00 PM,6:44:00 PM,76,10,267,Normal
FL018511,01/01/2024,T1,Narrow Body,1:24:00 AM,2:52:00 AM,88,10,831,Normal
FL018512,01/01/2024,T2,Narrow Body,7:28:00 AM,9:45:00 AM,137,0,512,Normal
FL018513,01/01/2024,T1,Narrow Body,5:10:00 AM,7:30:00 AM,140,0,666,Normal
FL018514,01/01/2024,T1,Narrow Body,10:37:00 PM,11:37:00 PM,60,0,718,Normal
FL018515,01/01/2024,T2,Narrow Body,8:20:00 AM,9:12:00 AM,52,5,872,Normal
FL018516,01/01/2024,T3,Wide Body,8:24:00 PM,10:07:00 PM,103,10,224,Normal
FL018517,01/01/2024,T2,Wide Body,8:12:00 PM,9:39:00 PM,87,20,382,High Risk
FL018518,01/01/2024,T2,Narrow Body,4:28:00 PM,5:28:00 PM,60,15,532,Normal
FL018519,01/01/2024,T3,Narrow Body,11:22:00 PM,12:27:00 AM,65,0,669,Normal
FL018520,01/01/2024,T3,Narrow Body,5:44:00 AM,6:29:00 AM,45,10,576,Normal
FL018521,01/01/2024,T3,Wide Body,6:34:00 AM,8:38:00 AM,124,0,823,Normal
FL018522,01/01/2024,T3,Narrow Body,10:48:00 AM,12:16:00 PM,88,10,385,Normal
FL018523,01/01/2024,T3,Wide Body,8:06:00 AM,9:33:00 AM,87,10,693,Normal
FL018524,01/01/2024,T3,Wide Body,8:46:00 AM,10:53:00 AM,127,10,995,Normal
FL018525,01/01/2024,T3,Narrow Body,10:19:00 AM,11:11:00 AM,52,0,429,Normal
FL018526,01/01/2024,T2,Narrow Body,12:28:00 AM,1:55:00 AM,87,0,382,Normal
FL018527,01/01/2024,T3,Narrow Body,12:17:00 PM,1:18:00 PM,61,5,430,Normal
FL018528,01/01/2024,T3,Narrow Body,5:50:00 AM,7:17:00 AM,87,15,726,Normal
FL018529,01/01/2024,T3,Wide Body,3:12:00 AM,5:07:00 AM,115,0,329,Normal
FL018530,01/01/2024,T1,Wide Body,1:07:00 AM,2:14:00 AM,67,10,446,Normal
FL018531,01/01/2024,T2,Narrow Body,2:36:00 PM,3:44:00 PM,68,0,654,Normal
FL018532,01/01/2024,T2,Narrow Body,4:48:00 AM,6:29:00 AM,101,0,918,Normal
FL018533,01/01/2024,T2,Wide Body,10:30:00 AM,12:38:00 PM,128,0,560,Normal
FL018534,01/01/2024,T3,Wide Body,11:46:00 PM,1:43:00 AM,117,30,570,High Risk
FL018535,01/01/2024,T2,Narrow Body,9:54:00 PM,10:57:00 PM,63,15,388,Normal
FL018536,01/01/2024,T2,Narrow Body,9:11:00 AM,10:00:00 AM,49,0,423,Normal
FL018537,01/01/2024,T3,Narrow Body,5:27:00 PM,7:19:00 PM,112,30,691,High Risk
FL018538,01/01/2024,T1,Wide Body,12:11:00 PM,12:50:00 PM,39,0,618,Normal
FL018539,01/01/2024,T1,Narrow Body,3:30:00 AM,4:47:00 AM,77,0,476,Normal
FL018540,01/01/2024,T3,Wide Body,11:07:00 AM,11:45:00 AM,38,30,707,High Risk
FL018541,01/01/2024,T3,Narrow Body,9:44:00 AM,11:57:00 AM,133,30,522,High Risk
FL018542,01/01/2024,T3,Narrow Body,8:57:00 PM,11:08:00 PM,131,5,247,Normal
FL018543,01/01/2024,T1,Narrow Body,11:05:00 PM,1:00:00 AM,115,5,843,Normal
FL018544,01/01/2024,T2,Wide Body,8:13:00 PM,9:18:00 PM,65,0,639,Normal
FL018545,01/01/2024,T1,Narrow Body,7:20:00 AM,9:24:00 AM,124,0,470,Normal
FL018546,01/01/2024,T1,Wide Body,3:03:00 AM,4:36:00 AM,93,10,388,Normal
FL018547,01/01/2024,T2,Narrow Body,8:05:00 PM,9:21:00 PM,76,0,409,Normal
FL018548,01/01/2024,T1,Narrow Body,7:03:00 AM,8:10:00 AM,67,0,634,Normal
FL018549,01/01/2024,T2,Narrow Body,8:20:00 PM,8:58:00 PM,38,20,593,High Risk
FL018550,01/01/2024,T3,Wide Body,7:21:00 PM,8:08:00 PM,47,5,440,Normal
FL018551,01/01/2024,T1,Wide Body,2:11:00 PM,2:55:00 PM,44,30,780,High Risk
FL018552,01/01/2024,T2,Wide Body,12:57:00 AM,2:31:00 AM,94,30,429,High Risk
FL018553,01/01/2024,T2,Narrow Body,12:13:00 AM,1:11:00 AM,58,0,367,Normal
FL018554,01/01/2024,T1,Wide Body,4:12:00 PM,6:30:00 PM,138,30,468,High Risk
FL018555,01/01/2024,T1,Wide Body,8:16:00 AM,10:31:00 AM,135,15,424,Normal
FL018556,01/01/2024,T3,Narrow Body,9:57:00 PM,11:35:00 PM,98,0,571,Normal
FL018557,01/01/2024,T1,Wide Body,11:45:00 AM,1:54:00 PM,129,0,625,Normal
FL018558,01/01/2024,T3,Wide Body,1:58:00 PM,4:17:00 PM,139,5,557,Normal
FL018559,01/01/2024,T2,Wide Body,2:30:00 AM,4:09:00 AM,99,0,578,Normal
FL018560,01/01/2024,T2,Wide Body,10:36:00 PM,11:51:00 PM,75,20,540,High Risk
FL018561,01/01/2024,T2,Narrow Body,4:32:00 PM,6:16:00 PM,104,15,400,Normal
FL018562,01/01/2024,T1,Wide Body,10:15:00 AM,11:05:00 AM,50,20,621,High Risk
FL018563,01/01/2024,T1,Wide Body,8:20:00 PM,9:06:00 PM,46,5,396,Normal
FL018564,01/01/2024,T3,Wide Body,9:50:00 AM,10:27:00 AM,37,0,413,Normal
FL018565,01/01/2024,T2,Wide Body,10:22:00 AM,11:14:00 AM,52,20,407,High Risk
FL018566,01/01/2024,T2,Wide Body,7:27:00 PM,8:59:00 PM,92,0,763,Normal
FL018567,01/01/2024,T3,Narrow Body,1:44:00 AM,3:18:00 AM,94,0,459,Normal
FL018568,01/01/2024,T1,Wide Body,1:39:00 PM,3:59:00 PM,140,0,569,Normal
FL018569,01/01/2024,T3,Wide Body,8:19:00 AM,9:57:00 AM,98,10,449,Normal
FL018570,01/01/2024,T2,Wide Body,10:53:00 PM,11:33:00 PM,40,0,634,Normal
FL018571,01/01/2024,T1,Wide Body,7:11:00 AM,8:56:00 AM,105,0,755,Normal
FL018572,01/01/2024,T1,Narrow Body,12:05:00 AM,1:10:00 AM,65,0,626,Normal
FL018573,01/01/2024,T2,Wide Body,12:36:00 PM,1:56:00 PM,80,0,206,Normal
FL018574,01/01/2024,T1,Narrow Body,2:22:00 AM,4:05:00 AM,103,30,431,High Risk
FL018575,01/01/2024,T3,Narrow Body,5:19:00 PM,6:33:00 PM,74,0,810,Normal
FL018576,01/01/2024,T2,Narrow Body,8:33:00 AM,9:52:00 AM,79,10,470,Normal
FL018577,01/01/2024,T1,Narrow Body,7:53:00 AM,8:47:00 AM,54,5,603,Normal
FL018578,01/01/2024,T1,Narrow Body,1:30:00 AM,2:24:00 AM,54,5,548,Normal
FL018579,01/01/2024,T2,Narrow Body,10:10:00 PM,11:29:00 PM,79,5,658,Normal
FL018580,01/01/2024,T1,Narrow Body,12:45:00 PM,2:17:00 PM,92,5,446,Normal
FL018581,01/01/2024,T2,Wide Body,7:06:00 PM,8:14:00 PM,68,0,681,Normal
FL018582,01/01/2024,T3,Narrow Body,9:22:00 PM,10:56:00 PM,94,0,592,Normal
FL018583,01/01/2024,T2,Wide Body,3:47:00 AM,5:38:00 AM,111,30,549,High Risk
FL018584,01/01/2024,T2,Narrow Body,7:55:00 AM,10:15:00 AM,140,15,260,Normal
FL018585,01/01/2024,T3,Wide Body,10:25:00 PM,11:36:00 PM,71,0,660,Normal
FL018586,01/01/2024,T2,Narrow Body,10:56:00 PM,12:20:00 AM,84,30,825,High Risk
FL018587,01/01/2024,T2,Wide Body,2:50:00 PM,4:17:00 PM,87,0,525,Normal
FL018588,01/01/2024,T1,Wide Body,5:01:00 AM,6:10:00 AM,69,20,514,High Risk
FL018589,01/01/2024,T3,Narrow Body,9:54:00 PM,12:13:00 AM,139,10,433,Normal
FL018590,01/01/2024,T2,Wide Body,5:59:00 PM,7:15:00 PM,76,15,936,Normal
FL018591,01/01/2024,T2,Wide Body,3:39:00 AM,5:41:00 AM,122,0,220,Normal
FL018592,01/01/2024,T3,Narrow Body,12:50:00 AM,2:05:00 AM,75,0,299,Normal
FL018593,01/01/2024,T3,Wide Body,2:24:00 PM,4:21:00 PM,117,5,664,Normal
FL018594,01/01/2024,T2,Narrow Body,1:49:00 PM,2:30:00 PM,41,0,626,Normal
FL018595,01/01/2024,T3,Narrow Body,2:24:00 AM,3:55:00 AM,91,0,579,Normal
FL018596,01/01/2024,T2,Narrow Body,1:23:00 AM,3:16:00 AM,113,30,292,High Risk
FL018597,01/01/2024,T3,Narrow Body,6:54:00 PM,8:00:00 PM,66,0,384,Normal
FL018598,01/01/2024,T3,Wide Body,6:12:00 PM,7:29:00 PM,77,5,439,Normal
FL018599,01/01/2024,T1,Narrow Body,8:56:00 AM,10:11:00 AM,75,20,436,High Risk
FL018600,01/01/2024,T3,Narrow Body,11:47:00 PM,12:31:00 AM,44,20,582,High Risk
FL018601,01/01/2024,T2,Narrow Body,11:48:00 AM,12:34:00 PM,46,5,493,Normal
FL018602,01/01/2024,T1,Narrow Body,5:35:00 PM,6:29:00 PM,54,20,704,High Risk
FL018603,01/01/2024,T1,Wide Body,5:14:00 AM,7:07:00 AM,113,15,506,Normal
FL018604,01/01/2024,T1,Wide Body,5:26:00 PM,7:11:00 PM,105,20,829,High Risk
FL018605,01/01/2024,T1,Narrow Body,1:37:00 AM,2:54:00 AM,77,10,571,Normal
FL018606,01/01/2024,T1,Wide Body,6:39:00 PM,8:23:00 PM,104,0,372,Normal
FL018607,01/01/2024,T3,Wide Body,12:58:00 PM,3:17:00 PM,139,0,652,Normal
FL018608,01/01/2024,T3,Wide Body,6:34:00 AM,8:51:00 AM,137,0,448,Normal
FL018609,01/01/2024,T2,Wide Body,12:06:00 PM,1:45:00 PM,99,0,681,Normal
FL018610,01/01/2024,T3,Wide Body,8:55:00 PM,10:08:00 PM,73,0,716,Normal
FL018611,01/01/2024,T1,Narrow Body,6:02:00 PM,7:44:00 PM,102,30,719,High Risk
FL018612,01/01/2024,T2,Wide Body,6:13:00 PM,6:48:00 PM,35,20,458,High Risk
FL018613,01/01/2024,T2,Wide Body,3:22:00 AM,4:43:00 AM,81,0,678,Normal
FL018614,01/01/2024,T2,Narrow Body,10:26:00 PM,12:21:00 AM,115,30,244,High Risk
FL018615,01/01/2024,T1,Narrow Body,1:47:00 AM,2:25:00 AM,38,20,816,High Risk
FL018616,01/01/2024,T1,Narrow Body,10:42:00 AM,11:25:00 AM,43,0,591,Normal
FL018617,01/01/2024,T1,Wide Body,2:09:00 AM,3:37:00 AM,88,30,466,High Risk
FL018618,01/01/2024,T1,Narrow Body,1:26:00 PM,3:18:00 PM,112,20,755,High Risk
FL018619,01/01/2024,T2,Narrow Body,10:34:00 AM,12:31:00 PM,117,15,554,Normal
FL018620,01/01/2024,T2,Wide Body,8:14:00 PM,9:59:00 PM,105,10,944,Normal
FL018621,01/01/2024,T1,Narrow Body,6:02:00 AM,8:20:00 AM,138,0,375,Normal
FL018622,01/01/2024,T3,Wide Body,5:28:00 PM,7:20:00 PM,112,5,256,Normal
FL018623,01/01/2024,T2,Narrow Body,10:58:00 AM,1:17:00 PM,139,10,729,Normal
FL018624,01/01/2024,T1,Wide Body,8:21:00 AM,9:00:00 AM,39,0,570,Normal
FL018625,01/01/2024,T1,Wide Body,1:30:00 PM,3:04:00 PM,94,5,593,Normal
FL018626,01/01/2024,T1,Wide Body,5:04:00 AM,6:20:00 AM,76,5,354,Normal
FL018627,01/01/2024,T3,Wide Body,3:06:00 AM,3:46:00 AM,40,5,381,Normal
FL018628,01/01/2024,T1,Wide Body,12:47:00 AM,2:31:00 AM,104,15,404,Normal
FL018629,01/01/2024,T1,Narrow Body,7:33:00 AM,8:19:00 AM,46,0,596,Normal
FL018630,01/01/2024,T1,Wide Body,11:03:00 AM,12:56:00 PM,113,30,559,High Risk
FL018631,01/01/2024,T3,Wide Body,12:41:00 PM,1:53:00 PM,72,20,720,High Risk
FL018632,01/01/2024,T2,Narrow Body,8:23:00 PM,9:09:00 PM,46,5,551,Normal
FL018633,01/01/2024,T2,Narrow Body,11:46:00 AM,1:33:00 PM,107,10,227,Normal
FL018634,01/01/2024,T3,Narrow Body,2:05:00 PM,4:25:00 PM,140,30,647,High Risk
FL018635,01/01/2024,T2,Wide Body,5:07:00 AM,6:47:00 AM,100,0,709,Normal
FL018636,01/01/2024,T1,Narrow Body,4:54:00 AM,6:26:00 AM,92,30,800,High Risk
FL018637,01/01/2024,T2,Narrow Body,5:50:00 AM,8:05:00 AM,135,30,717,High Risk
FL018638,01/01/2024,T1,Narrow Body,6:22:00 PM,7:22:00 PM,60,5,330,Normal
FL018639,01/01/2024,T2,Wide Body,1:53:00 AM,3:22:00 AM,89,30,582,High Risk
FL018640,01/01/2024,T1,Wide Body,1:33:00 PM,2:16:00 PM,43,15,668,Normal
FL018641,01/01/2024,T1,Narrow Body,4:28:00 AM,6:33:00 AM,125,0,711,Normal
FL018642,01/01/2024,T3,Wide Body,4:24:00 AM,5:55:00 AM,91,0,597,Normal
FL018643,01/01/2024,T2,Narrow Body,10:29:00 PM,12:06:00 AM,97,0,564,Normal
FL018644,01/01/2024,T1,Narrow Body,2:58:00 AM,5:17:00 AM,139,15,638,Normal
FL018645,01/01/2024,T1,Wide Body,11:41:00 AM,1:44:00 PM,123,0,675,Normal
FL018646,01/01/2024,T2,Narrow Body,10:11:00 PM,12:01:00 AM,110,5,618,Normal
FL018647,01/01/2024,T1,Wide Body,11:45:00 PM,12:34:00 AM,49,5,979,Normal
FL018648,01/01/2024,T1,Wide Body,12:22:00 PM,1:35:00 PM,73,0,356,Normal
FL018649,01/01/2024,T3,Wide Body,11:07:00 PM,12:23:00 AM,76,10,489,Normal
FL018650,01/01/2024,T2,Narrow Body,12:42:00 AM,2:51:00 AM,129,15,788,Normal
FL018651,01/01/2024,T1,Narrow Body,1:31:00 PM,2:45:00 PM,74,0,223,Normal
FL018652,01/01/2024,T3,Wide Body,1:41:00 AM,3:21:00 AM,100,0,456,Normal
FL018653,01/01/2024,T2,Wide Body,7:38:00 PM,8:21:00 PM,43,0,773,Normal
FL018654,01/01/2024,T1,Wide Body,5:01:00 PM,6:17:00 PM,76,5,493,Normal
FL018655,01/01/2024,T1,Narrow Body,10:44:00 PM,12:11:00 AM,87,0,790,Normal
FL018656,01/01/2024,T1,Wide Body,5:31:00 AM,6:48:00 AM,77,5,576,Normal
FL018657,01/01/2024,T2,Narrow Body,5:22:00 PM,6:47:00 PM,85,0,491,Normal
FL018658,01/01/2024,T2,Wide Body,4:24:00 AM,5:24:00 AM,60,10,501,Normal
FL018659,01/01/2024,T3,Wide Body,5:15:00 AM,5:57:00 AM,42,0,588,Normal
FL018660,01/01/2024,T2,Wide Body,5:52:00 PM,7:01:00 PM,69,20,561,High Risk
FL018661,01/01/2024,T1,Wide Body,5:20:00 AM,7:34:00 AM,134,0,505,Normal
FL018662,01/01/2024,T3,Wide Body,10:30:00 AM,11:48:00 AM,78,30,267,High Risk
FL018663,01/01/2024,T1,Narrow Body,6:22:00 AM,7:54:00 AM,92,5,749,Normal
FL018664,01/01/2024,T1,Narrow Body,10:50:00 PM,12:43:00 AM,113,0,260,Normal
FL018665,01/01/2024,T1,Narrow Body,9:56:00 PM,11:36:00 PM,100,5,514,Normal
FL018666,01/01/2024,T2,Wide Body,6:31:00 PM,7:10:00 PM,39,5,579,Normal
FL018667,01/01/2024,T3,Wide Body,6:02:00 PM,7:20:00 PM,78,0,476,Normal
FL018668,01/01/2024,T1,Narrow Body,8:45:00 PM,9:25:00 PM,40,0,665,Normal
FL018669,01/01/2024,T2,Narrow Body,10:29:00 PM,11:59:00 PM,90,15,573,Normal
FL018670,01/01/2024,T3,Wide Body,12:29:00 PM,1:58:00 PM,89,5,305,Normal
FL018671,01/01/2024,T2,Narrow Body,6:28:00 AM,7:59:00 AM,91,0,576,Normal
FL018672,01/01/2024,T2,Wide Body,3:30:00 PM,4:22:00 PM,52,30,339,High Risk
FL018673,01/01/2024,T2,Wide Body,2:15:00 PM,4:10:00 PM,115,5,700,Normal
FL018674,01/01/2024,T2,Narrow Body,5:10:00 AM,6:22:00 AM,72,15,288,Normal
FL018675,01/01/2024,T1,Wide Body,10:38:00 PM,12:13:00 AM,95,0,472,Normal
FL018676,01/01/2024,T1,Narrow Body,4:38:00 AM,6:41:00 AM,123,0,362,Normal
FL018677,01/01/2024,T3,Wide Body,11:17:00 AM,11:53:00 AM,36,5,355,Normal
FL018678,01/01/2024,T3,Narrow Body,1:31:00 PM,3:37:00 PM,126,15,458,Normal
FL018679,01/01/2024,T1,Narrow Body,2:13:00 AM,3:46:00 AM,93,10,456,Normal
FL018680,01/01/2024,T2,Wide Body,10:11:00 PM,12:30:00 AM,139,0,403,Normal
FL018681,01/01/2024,T2,Wide Body,12:48:00 PM,2:21:00 PM,93,5,652,Normal
FL018682,01/01/2024,T1,Narrow Body,9:44:00 AM,10:57:00 AM,73,0,654,Normal
FL018683,01/01/2024,T1,Wide Body,5:30:00 AM,7:15:00 AM,105,0,913,Normal
FL018684,01/01/2024,T1,Narrow Body,2:32:00 AM,3:32:00 AM,60,30,730,High Risk
FL018685,01/01/2024,T1,Narrow Body,7:10:00 AM,8:08:00 AM,58,10,778,Normal
FL018686,01/01/2024,T2,Narrow Body,10:20:00 AM,12:05:00 PM,105,0,578,Normal
FL018687,01/01/2024,T2,Narrow Body,12:24:00 AM,1:33:00 AM,69,10,613,Normal
FL018688,01/01/2024,T2,Narrow Body,9:51:00 AM,11:01:00 AM,70,0,314,Normal
FL018689,01/01/2024,T3,Narrow Body,5:03:00 PM,7:10:00 PM,127,0,369,Normal
FL018690,01/01/2024,T2,Narrow Body,4:50:00 PM,5:44:00 PM,54,10,897,Normal
FL018691,01/01/2024,T2,Wide Body,8:16:00 AM,9:16:00 AM,60,30,506,High Risk
FL018692,01/01/2024,T1,Wide Body,5:42:00 AM,7:44:00 AM,122,10,540,Normal
FL018693,01/01/2024,T2,Wide Body,9:47:00 AM,10:52:00 AM,65,0,484,Normal
FL018694,01/01/2024,T1,Wide Body,9:46:00 PM,11:31:00 PM,105,15,753,Normal
FL018695,01/01/2024,T2,Wide Body,7:29:00 PM,9:21:00 PM,112,0,425,Normal
FL018696,01/01/2024,T3,Wide Body,4:56:00 PM,6:15:00 PM,79,15,517,Normal
FL018697,01/01/2024,T3,Wide Body,12:34:00 PM,2:25:00 PM,111,20,655,High Risk
FL018698,01/01/2024,T3,Wide Body,9:33:00 PM,11:43:00 PM,130,0,436,Normal
FL018699,01/01/2024,T1,Wide Body,8:07:00 AM,8:45:00 AM,38,0,504,Normal
FL018700,01/01/2024,T1,Narrow Body,1:48:00 AM,3:17:00 AM,89,15,601,Normal
FL018701,01/01/2024,T1,Wide Body,8:45:00 PM,10:42:00 PM,117,5,588,Normal
FL018702,01/01/2024,T1,Wide Body,3:41:00 AM,5:20:00 AM,99,10,496,Normal
FL018703,01/01/2024,T2,Wide Body,1:11:00 PM,3:12:00 PM,121,20,388,High Risk
FL018704,01/01/2024,T3,Wide Body,11:54:00 PM,1:18:00 AM,84,20,559,High Risk
FL018705,01/01/2024,T1,Narrow Body,11:49:00 PM,1:17:00 AM,88,0,1058,Normal
FL018706,01/01/2024,T3,Narrow Body,4:51:00 PM,6:20:00 PM,89,10,367,Normal
FL018707,01/01/2024,T1,Narrow Body,10:40:00 AM,11:25:00 AM,45,20,432,High Risk
